id,name,birth,death,nationality_ref,nationality,height_meters,birth_validation,death_validation
m.02ry0cn,Ruth Coppinger,"","",m.03rt9,Ruth Coppinger,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02sy14,Bill Dixon,1925-10-05,2010-06-16,m.09c7w0,Bill Dixon,"","",""
m.02zhvl,Jedediah Strutt,1726-01-01,1797-05-07,m.07ssc,Jedediah Strutt,"","",""
m.04yc7xm,Walter Parsons,1881-08-16,1955-03-02,m.0chghy,Walter Parsons,"","",""
m.05c7w2s,Robert Lewin,1920-05-09,2004-08-28,m.09c7w0,Robert Lewin,"","",""
m.05rdrb,Dezső Bánffy,1843-10-28,1911-05-24,m.03gj2,Dezső Bánffy,"","",""
m.07k579m,Timur Khudyakov,1979-12-19,2079-11-24,m.06bnz,Timur Khudyakov,1.75,"",Datum umrtia nemusi byt spravny.
m.011qxt0s,Eston Kohver,1971-01-01,2070-12-07,m.02kmm,Eston Kohver,"","",Datum umrtia nemusi byt spravny.
m.02pwrgb,Marcel Aubour,1940-06-17,2040-05-23,m.0f8l9c,Marcel Aubour,1.8,"",Datum umrtia nemusi byt spravny.
m.02q6dqp,Wikluh Sky,1980-12-10,2080-11-15,m.077qn,Wikluh Sky,"","",Datum umrtia nemusi byt spravny.
m.02qtqny,Caroline Scott,"","",m.09c7w0,Caroline Scott,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.03cx4bm,Koji Sato,1959-07-28,2059-07-03,m.03_3d,Koji Sato,"","",Datum umrtia nemusi byt spravny.
m.03qkvfl,Tarun Vijay,1961-01-01,2060-12-07,m.03rk0,Tarun Vijay,"","",Datum umrtia nemusi byt spravny.
m.03wcfvy,Waldemar Victorino,1952-05-22,2052-04-27,m.07twz,Waldemar Victorino,"","",Datum umrtia nemusi byt spravny.
m.04g177f,John Charlwood,1871-03-08,1923-09-08,m.02jx1,John Charlwood,"","",""
m.04nkw2,Andrew Burnaby,1732-08-16,1812-03-09,m.02jx1,Andrew Burnaby,"","",""
m.05xw8t7,Andrew Lossky,1917-05-27,1998-01-01,m.09c7w0,Andrew Lossky,"","",""
m.0114wz27,Westin Ray,"","",m.09c7w0,Westin Ray,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02qf0jp,Stephen Jaworski,"","",m.09c7w0,Stephen Jaworski,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02rqvq4,Alexander Brodie Spark,1792-08-09,1856-10-21,m.0chghy,Alexander Brodie Spark,"","",""
m.02wwx2s,Trevor Vaughan,1973-11-15,2073-10-21,m.03rt9,Trevor Vaughan,1.88,"",Datum umrtia nemusi byt spravny.
m.03mc2c6,"Edward Montagu, Viscount Hinchingbrooke",1692-07-07,1722-10-03,m.07ssc,"Edward Montagu, Viscount Hinchingbrooke","","",""
m.04dcqb,Russell Crowell,1919-04-23,2004-09-11,m.09c7w0,Russell Crowell,"","",""
m.05mzxg_,Rubén Piaggio,1970-04-02,2070-03-08,m.0jgd,Rubén Piaggio,1.79,"",Datum umrtia nemusi byt spravny.
m.05nznrt,Octavian Grigore,1964-07-15,2064-06-20,m.06c1y,Octavian Grigore,1.86,"",Datum umrtia nemusi byt spravny.
m.07bw8j,Lennart Hyland,1919-09-24,1993-03-15,m.0d0vqn,Lennart Hyland,"","",""
m.07s80n8,Horia Gârbea,1962-08-10,2062-07-16,m.06c1y,Horia Gârbea,"","",Datum umrtia nemusi byt spravny.
g.124xw1pq6,José López-Rey,1905-01-01,1991-01-01,m.09c7w0,José López-Rey,"","",""
g.124xw1pq6,José López-Rey,1905-01-01,1991-01-01,m.06mkj,José López-Rey,"","",""
m.01159ptk,Marianna D'Annunzio,"","",m.07f1x,Marianna D'Annunzio,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.01159ptk,Marianna D'Annunzio,"","",m.03rjj,Marianna D'Annunzio,"",Datum narodenia nemusi byt spravny.,Datum umrtia nemusi byt spravny.
m.02bpzp,William Chamberlayne,1619-01-01,1679-07-11,m.02jx1,William Chamberlayne,"","",""
m.02hh8j,Claude Berri,1934-07-01,2009-01-12,m.0f8l9c,Claude Berri,"","",""
m.02v855,Alexander Warburton,1852-04-05,1929-01-14,m.0d060g,Alexander Warburton,"","",""
m.0345v5,Frances Reid,1914-12-09,2010-02-03,m.09c7w0,Frances Reid,"","",""
m.03byr9,"Joseph-Marie, comte Portalis",1778-01-01,1858-01-01,m.0f8l9c,"Joseph-Marie, comte Portalis","","",""
m.03f3kl5,Mike Score,1957-11-05,2057-10-11,m.02jx1,Mike Score,"","",Datum umrtia nemusi byt spravny.
